 x,date,title_translate,title,searchCount,rank,words_list,"Coron-Related ( 1 yes, 0 not ) "
3810,2020/03/17,Qin Xiao Yin also difficult home late,秦霄贤 家里困难还迟到,8258825,11,"['秦霄贤', ' ', '家里', '困难', '还', '迟到']",
3811,2020/03/17,Zhang Weili ISOLATED drink mineral water'm angry,张伟丽 隔离非要喝矿泉水太气人,8236094,12,"['张伟丽', ' ', '隔离', '非要', '喝', '矿泉', '泉水', '矿泉水', '太气', '人']",
3812,2020/03/17,Zhang Weili the United States to respond to stranded,张伟丽回应滞留美国,8132752,13,"['张伟丽', '回应', '滞留', '美国']",
3813,2020/03/17,Australian Chinese woman refused to return to Beijing dismissed isolation,澳籍华人女子返京拒绝隔离被辞退,8072961,14,"['澳籍', '华人', '女子', '返京', '拒绝', '隔离', '被', '辞退']",
3814,2020/03/17,Account of the quiet sun respond nationality,宁静晒户口本回应国籍,8059600,15,"['宁静', '晒', '户口', '户口本', '回应', '国籍']",
3815,2020/03/17,Song Yaxuan four years ago with its own chorus,宋亚轩与四年前的自己合唱,7968326,16,"['宋亚轩', '与', '四年', '前', '的', '自己', '合唱']",
3816,2020/03/17,Zhang Weili Chinese propaganda in the United States come to my house,在美华人喊话张伟丽来我家,7961353,17,"['在', '华人', '美华人', '喊话', '张伟丽来', '我家']",
3817,2020/03/17,The new recombinant vaccine approved to start clinical trials crown,重组新冠疫苗获批启动临床试验,7897350,18,"['重组', '新冠', '疫苗', '获批', '启动', '临床', '试验', '临床试验']",
3818,2020/03/17,Add a new national crown 21 cases of pneumonia,全国新增新冠肺炎21例,7831012,19,"['全国', '新增', '新冠', '肺炎', '21', '例']",
3819,2020/03/17,Wang Yibo praised the girls wearing helmets,王一博夸赞女生戴头盔,7828008,20,"['王一博', '夸赞', '女生', '戴', '头盔']",
3820,2020/03/17,Tang Yi Xin admitted that pregnancy,唐艺昕承认怀孕,7806522,21,"['唐艺昕', '承认', '怀孕']",
3821,2020/03/17,Zhang Weili Xu Mita homely chatter,张伟丽许美达唠家常,7745766,22,"['张伟丽许', '美达', '唠', '家常']",
3822,2020/03/17,Zhang Weili hate isolation insist on drinking mineral water woman,张伟丽怼隔离坚持喝矿泉水女子,7711608,23,"['张伟丽', '怼', '隔离', '坚持', '喝', '矿泉', '泉水', '矿泉水', '女子']",
3823,2020/03/17,"Ace family responded Zhejiang, Hubei medical aid",王牌家族回应浙江援鄂医护人员,7656221,24,"['王牌', '家族', '回应', '浙江', '援鄂', '医护', '护人', '人员', '医护人员']",
3824,2020/03/17,Huang Shuhao monk,黄书豪出家,7420757,25,"['黄', '书豪', '出家']",
3825,2020/03/17,Zhang Weili helpless stranded America,张伟丽无奈滞留美国,7415690,26,"['张伟丽', '无奈', '滞留', '美国']",
3826,2020/03/17,Wang Yibo elastic pants,王一博松紧带裤子,7393139,27,"['王一博', '松紧', '松紧带', '裤子']",
3827,2020/03/17,Zhang Yu Jian said Yu Shuxin crazy,张雨剑说虞书欣疯疯癫癫,7378274,28,"['张雨剑', '说', '虞书欣', '疯疯', '疯癫', '疯疯癫癫']",
3828,2020/03/17,Zhang Weili water intoxication defending ago,张伟丽卫冕前曾水中毒,7315518,29,"['张伟丽', '卫冕', '前', '曾', '水中', '中毒', '水中毒']",
3829,2020/03/17,"Ministry of Education, in response to the college entrance examination postponed",教育部回应高考延期,7257662,30,"['教育', '教育部', '回应', '高考', '延期']",
3830,2020/03/17,82-year-old suspect at large involved in major criminal cases,82岁犯罪嫌疑人涉重大刑事案在逃,7171549,31,"['82', '岁', '犯罪', '嫌疑', '嫌疑人', '涉', '重大', '刑事', '刑事案', '在', '逃']",
3831,2020/03/17,Zhang Weili goal is to fill the gold belt with precious stones,张伟丽 目标是用宝石填满金腰带,7120777,32,"['张伟丽', ' ', '目标', '是', '用', '宝石', '填满', '腰带', '金腰带']",
3832,2020/03/17,Teachers respond to students' written work cross the concrete floor,老师回应学生交水泥地上写的作业,7056653,33,"['老师', '回应', '学生', '交', '水泥', '地上', '写', '的', '作业']",
3833,2020/03/17,Camp officials declared 2020 the creation of Song Qian,创造营2020官宣宋茜,6936253,34,"['创造', '营', '2020', '官宣', '宋茜']",
3834,2020/03/17,China does not raise giant baby,中国不养巨婴,6866781,35,"['中国', '不养', '巨婴']",
3835,2020/03/17,Shandong new one case the United States imported cases,山东新增1例美国输入病例,6606729,36,"['山东', '新增', '1', '例', '美国', '输入', '病例']",
3836,2020/03/17,Zhang Weili live chat stranded America,张伟丽直播聊滞留美国,6603554,37,"['张伟丽', '直播', '聊', '滞留', '美国']",
3837,2020/03/17,Zhao Zhiwei did not love derailment,赵志伟 没恋爱没出轨,6560171,38,"['赵志伟', ' ', '没', '恋爱', '没', '出轨']",
3838,2020/03/17,The study said O blood type is relatively easy to infect new crown pneumonia,研究称O型血相对不易感染新冠肺炎,6536552,39,"['研究', '称', 'O型', '血', '相对', '不易', '感染', '新冠', '肺炎']",
3839,2020/03/17,Italian officials said the outbreak may be the turning point is coming,意大利官员称疫情拐点可能正在到来,6491004,40,"['大利', '意大利', '官员', '称', '疫情', '拐点', '可能', '正在', '到来']",
3840,2020/03/17,Australian Chinese woman back to Beijing after the official refused to follow isolation,澳籍华人女子返京后拒绝隔离官方后续,6490921,41,"['澳籍', '华人', '女子', '返京', '后', '拒绝', '隔离', '官方', '后续']",
3841,2020/03/17,Firefighters broke the early morning rescue was too noisy neighbors,消防员凌晨破门救人被邻居嫌吵,6490916,42,"['消防', '消防员', '凌晨', '破门', '救人', '被', '邻居', '嫌', '吵']",
3842,2020/03/17,Students returning to Italy was removed 28 hours,意大利留学生辗转28小时回国,6490911,43,"['大利', '意大利', '留学', '学生', '留学生', '辗转', '28', '小时', '回国']",
3843,2020/03/17,Beijing Capital International Airport Terminal tumbled immigration officers,首都机场入境人员挤爆航站楼,6490908,44,"['首都', '机场', '首都机场', '入境', '人员', '挤爆', '航站', '航站楼']",
3844,2020/03/17,Wu Chun introduced to Calvin girlfriend,吴尊给辰亦儒介绍女朋友,6490905,45,"['吴尊', '给', '辰', '亦', '儒', '介绍', '朋友', '女朋友']",
3845,2020/03/17,Shaanxi National Medical Emergency Rescue Team returned from Wuhan,陕西国家医学紧急救援队从武汉返回,6355383,46,"['陕西', '国家', '医学', '紧急', '救援', '救援队', '从', '武汉', '返回']",
3846,2020/03/17,Chengdu allow temporary Jeeves,成都允许临时占道经营,6350118,47,"['成都', '允许', '临时', '占', '道', '经营']",
3847,2020/03/17,Guiyang found a foreign enter asymptomatic infection,贵阳发现一名境外输入无症状感染者,6230485,48,"['贵阳', '发现', '一名', '境外', '输入', '症状', '无症状', '感染', '感染者']",
3848,2020/03/17,ZHANG Wen-hong students or need to return home,张文宏 留学生需不需要回国,6041732,49,"['张文宏', ' ', '留学', '学生', '留学生', '需要', '需不需要', '回国']",
3849,2020/03/17,Make Long announced that France is in a state of war,马克龙宣布法国处于战争状态,6013344,50,"['马克', '龙', '宣布', '法国', '处于', '战争', '状态', '战争状态']",
3850,2020/03/18,Lou Yi Xiao collarbone put lipstick,娄艺潇 锁骨放口红,14562331,1,"['娄艺潇', ' ', '锁骨', '放', '口红']",
3851,2020/03/18,Shenzhen Weather,深圳天气,14011996,2,"['深圳', '天气']",
3852,2020/03/18,Zhang Meng Zhang Meng response,张檬回应张萌,13364371,3,"['张檬', '回应', '张萌']",
3853,2020/03/18,China does not raise giant baby,中国不养巨婴,11210227,4,"['中国', '不养', '巨婴']",
3854,2020/03/18,Zhang Meng apology,张萌道歉,11000832,5,"['张萌', '道歉']",
3855,2020/03/18,Zhong Nanshan said that the problem can not be solved by so-called collective immunity,钟南山说不能靠所谓集体免疫解决问题,10174583,6,"['南山', '钟南山', '说', '不能', '靠', '所谓', '集体', '免疫', '解决', '问题', '解决问题']",
3856,2020/03/18,Eric Tsang Ling Ye challenge imitate Saipan,曾志伟挑战玲爷模仿塞班,10108305,7,"['曾志伟', '挑战', '玲爷', '模仿', '塞班']",
3857,2020/03/18,Mainland of China for the first time no new suspected cases of local,我国内地首次无新增本土疑似病例,9865759,8,"['我国', '内地', '首次', '无', '新增', '本土', '疑似', '病例', '疑似病例']",
3858,2020/03/18,Old driver conscience say luxury car,老司机良心说豪车,9824298,9,"['老', '司机', '良心', '说', '豪车']",
3859,2020/03/18,Zhang Weili response to the invitation of Chinese in the United States,张伟丽回应在美华人邀请,8901068,10,"['张伟丽', '回应', '在', '华人', '美华人', '邀请']",
3860,2020/03/18,Li Jiaqi do not buy it,李佳琦 不要买它,8851535,11,"['李佳琦', ' ', '不要', '买', '它']",
3861,2020/03/18,Durant diagnosed before the final battle against the Lakers,杜兰特确诊前最后一战对阵湖人,8811278,12,"['兰特', '杜兰特', '确诊', '前', '最后', '一战', '对阵', '湖人']",
3862,2020/03/18,Italy church filled coffin,意大利教堂堆满棺材,8762945,13,"['大利', '意大利', '教堂', '堆满', '棺材']",
3863,2020/03/18,Zhang Weili Chinese propaganda in the United States come to my house,在美华人喊话张伟丽来我家,8128167,14,"['在', '华人', '美华人', '喊话', '张伟丽来', '我家']",
3864,2020/03/18,Beijing Yanqing burst fire,北京延庆突发山火,7914170,15,"['北京', '延庆', '突发', '山火']",
3865,2020/03/18,People's Daily commentary Qiu Chen,人民日报评邱晨,7875238,16,"['人民', '日报', '人民日报', '评邱晨']",
3866,2020/03/18,Song Yaxuan four years ago with its own chorus,宋亚轩与四年前的自己合唱,7866472,17,"['宋亚轩', '与', '四年', '前', '的', '自己', '合唱']",
3867,2020/03/18,Australian Chinese woman refused to return to Beijing dismissed isolation,澳籍华人女子返京拒绝隔离被辞退,7816613,18,"['澳籍', '华人', '女子', '返京', '拒绝', '隔离', '被', '辞退']",
3868,2020/03/18,Shaanxi school time,陕西开学时间,7720678,19,"['陕西', '开学', '时间']",
3869,2020/03/18,Zhao Liying defamation case in favor of First Instance,赵丽颖名誉权案一审胜诉,7707083,20,"['赵丽颖', '名誉', '名誉权', '一审', '案一审', '胜诉']",
3870,2020/03/18,Wuhan 32 Thanksgiving Poster,武汉32张感恩海报,7682564,21,"['武汉', '32', '张', '感恩', '海报']",
3871,2020/03/18,Chen Yao crying scene,陈瑶哭戏,7555184,22,"['陈瑶', '哭', '戏']",
3872,2020/03/18,Zhang Weili goal is to fill the gold belt with precious stones,张伟丽 目标是用宝石填满金腰带,7518895,23,"['张伟丽', ' ', '目标', '是', '用', '宝石', '填满', '腰带', '金腰带']",
3873,2020/03/18,The new crown new 3526 cases of pneumonia Italy,意大利新增3526例新冠肺炎,7484694,24,"['大利', '意大利', '新增', '3526', '例新冠', '肺炎']",
3874,2020/03/18,At least 30 countries worldwide declared a state of emergency,全球至少30国宣布进入紧急状态,7470556,25,"['全球', '至少', '30', '国', '宣布', '进入', '紧急', '状态', '紧急状态']",
3875,2020/03/18,He first sun Chan family of four,陈赫首晒一家四口,7435893,26,"['陈赫首', '晒', '一家', '四口']",
3876,2020/03/18,Zhu Zhengting noodles chew a few,朱正廷吃面嚼几下,7410952,27,"['朱正廷', '吃面', '嚼', '几下']",
3877,2020/03/18,It recommended that students should be suspended must return home without very,建议留学生无十分必须应暂停回国,7352767,28,"['建议', '留学', '学生', '留学生', '无', '十分', '必须', '应', '暂停', '回国']",
3878,2020/03/18,Li Jia Hang talk about love apartment reputation,李佳航再谈爱情公寓口碑,7282295,29,"['李佳航', '再', '谈', '爱情', '公寓', '口碑']",
3879,2020/03/18,How fast mouth Guocong Ming high fire fire,郭聪明高火火的嘴有多快,7275868,30,"['郭', '聪明', '高火火', '的', '嘴', '有', '多', '快']",
3880,2020/03/18,Hebei Baigou fire,河北白沟发生火灾,7194204,31,"['河北', '白沟', '发生', '火灾']",
3881,2020/03/18,US President Trump said it would close the Canada-US border,美国总统特朗普称将关闭美加边境,7189368,32,"['美国', '总统', '特朗普', '称', '将', '关闭', '美', '加', '边境']",
3882,2020/03/18,Ms Lin Zai Yu small range of leisure,小范闲再遇林婉儿,7095960,33,"['小范', '闲再', '遇林婉儿']",
3883,2020/03/18,Beijing new confirmed cases of two cases of foreign input,北京新增2例境外输入确诊病例,7081004,34,"['北京', '新增', '2', '例', '境外', '输入', '确诊', '病例']",
3884,2020/03/18,Apple was fined 1.1 billion euros,苹果被罚款11亿欧元,7021238,35,"['苹果', '被', '罚款', '11', '亿', '欧元']",
3885,2020/03/18,Zhang Weili hate isolation insist on drinking mineral water woman,张伟丽怼隔离坚持喝矿泉水女子,7007106,36,"['张伟丽', '怼', '隔离', '坚持', '喝', '矿泉', '泉水', '矿泉水', '女子']",
3886,2020/03/18,Zhang Yu Jian relentless three questions,张雨剑无情三问,6982255,37,"['张雨剑', '无情', '三问']",
3887,2020/03/18,Add a new national crown 13 cases of pneumonia,全国新增新冠肺炎13例,6916370,38,"['全国', '新增', '新冠', '肺炎', '13', '例']",
3888,2020/03/18,Utah 5.7 earthquake occurred,美国犹他州发生5.7级地震,6578382,39,"['美国', '犹他', '犹他州', '发生', '5.7', '级', '地震']",
3889,2020/03/18,Three thousand crow kill theme song,三千鸦杀主题曲,6482058,40,"['三千', '鸦杀', '主题', '主题曲']",
3890,2020/03/18,When Silvia had met Zhang Yu Jian,当薇娅遇上张雨剑,6457104,41,"['当薇娅', '遇上', '张雨剑']",
3891,2020/03/18,Chigua eat their suspects,吃瓜吃到自己的犯罪嫌疑人,6420590,42,"['吃瓜', '吃', '到', '自己', '的', '犯罪', '嫌疑', '嫌疑人']",
3892,2020/03/18,Hubei existing suspected cases cleared,湖北现有疑似病例清零,6402106,43,"['湖北', '现有', '疑似', '病例', '疑似病例', '清零']",
3893,2020/03/18,50 states a total of 6331 cases diagnosed,美国50个州累计确诊6331例,6373996,44,"['美国', '50', '个州', '累计', '确诊', '6331', '例']",
3894,2020/03/18,Thunder,惊雷,6365203,45,['惊雷'],
3895,2020/03/18,The British government changed to say the same as wartime actions,英国政府改口称像战时一样行动,6327989,46,"['英国', '国政', '政府', '英国政府', '改口', '称像', '战时', '一样', '行动']",
3896,2020/03/18,Yi smelt one thousand Xi Huang Zitao scenes,易烊千玺黄子韬对手戏,6072108,47,"['易', '烊', '千玺', '黄子', '韬', '对手', '对手戏']",
3897,2020/03/18,One dollar equation too expensive,一元一次方程太贵了,5963779,48,"['一元', '一次', '次方', '方程', '一次方程', '太贵', '了']",
3898,2020/03/18,"Wuhan, a cell line to prevent the nurses home",武汉某小区阻止一线护士回家,5951978,49,"['武汉', '某', '小区', '阻止', '一线', '护士', '回家']",
3899,2020/03/18,Zhaotong to stop building a coal mine explosion,云南昭通一停建煤矿发生爆炸,5934798,50,"['云南', '昭通', '一', '停建', '煤矿', '发生', '爆炸', '发生爆炸']",
3900,2020/03/19,Zhang Meng King St. announcement romance,张檬金恩圣公布恋情,9691499,1,"['张檬金恩圣', '公布', '恋情']",
3901,2020/03/19,Yi Xi smelt one thousand lost to the pencil pants,易烊千玺输给了铅笔裤,9542597,2,"['易', '烊', '千玺', '输给', '了', '铅笔', '裤']",
3902,2020/03/19,When the kid never met,当小鬼遇上never,9435802,3,"['当', '小鬼', '遇上', 'never']",
3903,2020/03/19,US President Trump said it would close the Canada-US border,美国总统特朗普称将关闭美加边境,8530407,4,"['美国', '总统', '特朗普', '称', '将', '关闭', '美', '加', '边境']",
3904,2020/03/19,34 cases of new confirmed cases nationwide,全国新增确诊病例34例,8056545,5,"['全国', '新增', '确诊', '病例', '34', '例']",
3905,2020/03/19,Zhang Meng apology,张萌道歉,7733420,6,"['张萌', '道歉']",
3906,2020/03/19,Antarctica is no snow,南极没有雪,7728059,7,"['南极', '没有', '雪']",
3907,2020/03/19,Wuhan 32 Thanksgiving Poster,武汉32张感恩海报,7704884,8,"['武汉', '32', '张', '感恩', '海报']",
3908,2020/03/19,WHO responded Trump said the new virus is China virus crown,世卫回应特朗普称新冠病毒为中国病毒,7685831,9,"['世卫', '回应', '特朗普', '称新冠', '病毒', '为', '中国', '病毒']",
3909,2020/03/19,Discovery of large oil field in Bohai,我国渤海发现大型油田,7656346,10,"['我国', '渤海', '发现', '大型', '油田']",
3910,2020/03/19,Zhu Zhengting noodles chew a few,朱正廷吃面嚼几下,7587757,11,"['朱正廷', '吃面', '嚼', '几下']",
3911,2020/03/19,Li Wenliang event survey results,李文亮事件调查结果公布,7571560,12,"['李文亮', '事件', '调查', '事件调查', '结果', '公布']",
3912,2020/03/19,Lou Yi Xiao collarbone put lipstick,娄艺潇 锁骨放口红,7522248,13,"['娄艺潇', ' ', '锁骨', '放', '口红']",
3913,2020/03/19,Shenzhen Weather,深圳天气,7508340,14,"['深圳', '天气']",
3914,2020/03/19,"Wuhan, a cell line to prevent the nurses home",武汉某小区阻止一线护士回家,7456310,15,"['武汉', '某', '小区', '阻止', '一线', '护士', '回家']",
3915,2020/03/19,Pakistan Pakistan to China undefended border,中巴边境巴方对中国不设防,7443417,16,"['中巴', '边境', '巴方', '对', '中国', '设防', '不设防']",
3916,2020/03/19,Hubei no new confirmed cases,湖北无新增确诊病例,7357725,17,"['湖北', '无', '新增', '确诊', '病例']",
3917,2020/03/19,Chen Yao crying scene,陈瑶哭戏,7303648,18,"['陈瑶', '哭', '戏']",
3918,2020/03/19,When the dogs seen isolation back trainer,当军犬见到隔离回来的训导员,7296564,19,"['当', '军犬', '见到', '隔离', '回来', '的', '训导', '员']",
3919,2020/03/19,Positive energy started to spread love,开工正能量传递爱心,7256547,20,"['开工', '正', '能量', '传递', '爱心']",
3920,2020/03/19,Eric Tsang Ling Ye challenge imitate Saipan,曾志伟挑战玲爷模仿塞班,7103982,21,"['曾志伟', '挑战', '玲爷', '模仿', '塞班']",
3921,2020/03/19,Old driver conscience say luxury car,老司机良心说豪车,7084388,22,"['老', '司机', '良心', '说', '豪车']",
3922,2020/03/19,One person said to share the experience of other expansion Contagion,白岩松说分享战疫经验别膨胀,7053526,23,"['白岩松', '说', '分享', '战疫', '经验', '别', '膨胀']",
3923,2020/03/19,Zhang Weili response to the invitation of Chinese in the United States,张伟丽回应在美华人邀请,6928773,24,"['张伟丽', '回应', '在', '华人', '美华人', '邀请']",
3924,2020/03/19,Li Jia Hang talk about love apartment reputation,李佳航再谈爱情公寓口碑,6906194,25,"['李佳航', '再', '谈', '爱情', '公寓', '口碑']",
3925,2020/03/19,He first sun Chan family of four,陈赫首晒一家四口,6884472,26,"['陈赫首', '晒', '一家', '四口']",
3926,2020/03/19,Langweixianzhao wig wholesale plush sister,浪胃仙找毛毛姐批发假发,6842769,27,"['浪胃', '仙', '找', '毛毛', '姐', '批发', '假发']",
3927,2020/03/19,Zhang Meng Zhang Meng response,张檬回应张萌,6807901,28,"['张檬', '回应', '张萌']",
3928,2020/03/19,Los Angeles Chinese bun invited Zhang Weili,洛杉矶华人邀请张伟丽吃包子,6794793,29,"['洛杉矶', '华人', '邀请', '张伟丽', '吃', '包子']",
3929,2020/03/19,Zhang Weili hate isolation insist on drinking mineral water woman,张伟丽怼隔离坚持喝矿泉水女子,6626787,30,"['张伟丽', '怼', '隔离', '坚持', '喝', '矿泉', '泉水', '矿泉水', '女子']",
3930,2020/03/19,Three thousand crow kill transvestites ID,三千鸦杀 身份证变装,6613151,31,"['三千', '鸦杀', ' ', '身份', '身份证', '变装']",
3931,2020/03/19,Too sweet candy stew Sydney,冰糖炖雪梨太甜了,6606065,32,"['冰糖', '炖', '雪梨', '太甜', '了']",
3932,2020/03/19,High Yunxiang alleged sexual assault sentencing,高云翔涉嫌性侵案宣判,6523089,33,"['高云', '翔', '涉嫌', '性', '侵案', '宣判']",
3933,2020/03/19,Wang Yibo elastic pants,王一博松紧带裤子,6498249,34,"['王一博', '松紧', '松紧带', '裤子']",
3934,2020/03/19,Italy has a mayor died of pneumonia because of the new crown,意大利又一名市长因新冠肺炎去世,6372470,35,"['大利', '意大利', '又', '一名', '市长', '因新冠', '肺炎', '去世']",
3935,2020/03/19,Hubei first trip originating out of high-speed rail train workers,湖北始发开出首趟务工人员高铁专列,6288165,36,"['湖北', '始发', '开出', '首趟', '务工', '工人', '人员', '工人员', '务工人员', '高铁', '专列']",
3936,2020/03/19,US stocks fifth blown,美股第五次熔断,6244495,37,"['美股', '第五', '五次', '第五次', '熔断']",
3937,2020/03/19,"Beijing, Tianjin and fires occur more",京津冀多地发生火灾,6237777,38,"['京津', '京津冀', '多地', '发生', '火灾']",
3938,2020/03/19,Beijing no longer accept immigrants who apply for home quarantine,北京不再受理入境人员居家隔离申请,6227946,39,"['北京', '不再', '受理', '入境', '人员', '居家', '隔离', '申请']",
3939,2020/03/19,Live Antarctic expedition,南极科考直播,6221823,40,"['南极', '科考', '直播']",
3940,2020/03/19,Beijing Beijing released outside strict control measures 3,北京发布严格境外进京管控3条措施,6167330,41,"['北京', '发布', '严格', '境外', '进京', '管控', '3', '条', '措施']",
3941,2020/03/19,The new crown new 4207 cases of pneumonia Italy,意大利新增4207例新冠肺炎,6158204,42,"['大利', '意大利', '新增', '4207', '例新冠', '肺炎']",
3942,2020/03/19,Germany's new crown diagnosed pneumonia cumulative break ten thousand cases,德国新冠肺炎累计确诊破万例,6146029,43,"['德国', '新冠', '肺炎', '累计', '确诊', '破', '万例']",
3943,2020/03/19,Oil Stick to sell his son Andy marriage room to medical treatment,老油条卖儿子婚房给小宝治病,6122821,44,"['油条', '老油条', '卖', '儿子', '婚房', '给', '小宝', '治病']",
3944,2020/03/19,Foreign Ministry remind Chinese citizens not to go to this country 15,外交部提醒中国公民暂勿前往这15国,6122545,45,"['外交', '外交部', '提醒', '中国', '公民', '暂勿', '前往', '这', '15', '国']",
3945,2020/03/19,After returning women to resist isolation hospital row,女子回国后抗拒隔离大闹医院,6121697,46,"['女子', '回国', '后', '抗拒', '隔离', '大闹', '医院']",
3946,2020/03/19,Beijing new cases of 10 cases of foreign input,北京新增10例境外输入病例,6120690,47,"['北京', '新增', '10', '例', '境外', '输入', '病例']",
3947,2020/03/19,Wuhan university students Code knocked cherry tree blooms,武汉大学生代码敲出樱花开放,6120447,48,"['武汉', '大学', '学生', '大学生', '代码', '敲出', '樱花', '开放']",
3948,2020/03/19,British Prime Minister father went to the bar despite vaccination ban,英国首相父亲不顾防疫禁令去酒吧,6120447,49,"['英国', '首相', '英国首相', '父亲', '不顾', '防疫', '禁令', '去', '酒吧']",
3949,2020/03/19,Takuya Kimura eldest daughter will debut,木村拓哉大女儿将出道,6120312,50,"['木村', '木村拓哉', '大', '女儿', '将', '出道']",
3950,2020/03/20,Hop dance to summon the backing Luo,跳撑腰舞召唤罗志祥,16983269,1,"['跳', '撑腰', '舞', '召唤', '罗志祥']",
3951,2020/03/20,Chongqing loud noise,重庆巨响,16854988,2,"['重庆', '巨响']",
3952,2020/03/20,Northeast sauce unexpected live show his face,东北酱直播意外露脸,14789717,3,"['东北', '酱', '直播', '意外', '露脸']",
3953,2020/03/20,Vibrato you watch movies free big winner,抖音请你免费看电影大赢家,14382168,4,"['抖音', '请', '你', '免费', '看', '电影', '赢家', '大赢家']",
3954,2020/03/20,Inter vegetarian vine,藤间斋,11425481,5,"['藤间', '斋']",
3955,2020/03/20,Ren Jialun heart-warming responses care Fans,任嘉伦暖心回复医护粉丝,11238322,6,"['任嘉伦暖心', '回复', '医护', '粉丝']",
3956,2020/03/20,Julian Cheung Anita son,张智霖袁咏仪儿子,8220321,7,"['张智霖', '袁咏仪', '儿子']",
3957,2020/03/20,That is the pinnacle of a debut,一出道即巅峰,8056645,8,"['一出', '道', '即', '巅峰']",
3958,2020/03/20,James open live at home,詹姆斯在家开直播,7923221,9,"['詹姆斯', '在家', '开', '直播']",
3959,2020/03/20,Positive energy started to spread love,开工正能量传递爱心,7701887,10,"['开工', '正', '能量', '传递', '爱心']",
3960,2020/03/20,Antarctica is no snow,南极没有雪,7538541,11,"['南极', '没有', '雪']",
3961,2020/03/20,Trump said the new crown had known pneumonia is the pandemic,特朗普称早知道新冠肺炎是大流行病,7475078,12,"['特朗普', '称早', '知道', '新冠', '肺炎', '是', '大', '流行', '流行病']",
3962,2020/03/20,Three thousand crow kill transvestites ID,三千鸦杀 身份证变装,7293807,13,"['三千', '鸦杀', ' ', '身份', '身份证', '变装']",
3963,2020/03/20,Pakistan Pakistan to China undefended border,中巴边境巴方对中国不设防,7279782,14,"['中巴', '边境', '巴方', '对', '中国', '设防', '不设防']",
3964,2020/03/20,Yi Xi smelt one thousand lost to the pencil pants,易烊千玺输给了铅笔裤,7259139,15,"['易', '烊', '千玺', '输给', '了', '铅笔', '裤']",
3965,2020/03/20,High Yunxiang alleged sexual assault sentencing,高云翔涉嫌性侵案宣判,7211003,16,"['高云', '翔', '涉嫌', '性', '侵案', '宣判']",
3966,2020/03/20,Zhang Weili response to the invitation of Chinese in the United States,张伟丽回应在美华人邀请,7042644,17,"['张伟丽', '回应', '在', '华人', '美华人', '邀请']",
3967,2020/03/20,Hubei public roadside farewell teams,湖北市民路边送别医疗队,6951651,18,"['湖北', '市民', '路边', '送别', '医疗', '医疗队']",
3968,2020/03/20,When the kid never met,当小鬼遇上never,6927523,19,"['当', '小鬼', '遇上', 'never']",
3969,2020/03/20,US lawmakers appear first confirmed infection,美国出现首位确诊感染国会议员,6912981,20,"['美国', '出现', '首位', '确诊', '感染', '国会', '会议', '议员', '会议员', '国会议员']",
3970,2020/03/20,Dapeng respond Menghe Tang called his uncle reasons,大鹏回应孟鹤堂叫自己叔叔原因,6902861,21,"['大鹏', '回应', '孟鹤堂', '叫', '自己', '叔叔', '原因']",
3971,2020/03/20,Changshan Zhao Zilong,常山赵子龙,6818255,22,"['常山', '赵子龙']",
3972,2020/03/20,US President Trump said it would close the Canada-US border,美国总统特朗普称将关闭美加边境,6689960,23,"['美国', '总统', '特朗普', '称', '将', '关闭', '美', '加', '边境']",
3973,2020/03/20,0 new WHO China is a remarkable achievement,世卫 中国0新增是了不起的成就,6596271,24,"['世卫', ' ', '中国', '0', '新增', '是', '了不起', '的', '成就']",
3974,2020/03/20,Chinese fencing team three players diagnosed with pneumonia new crown,中国击剑队3名队员确诊新冠肺炎,6595518,25,"['中国', '击剑', '击剑队', '3', '名', '队员', '确诊', '新冠', '肺炎']",
3975,2020/03/20,Zhang Meng King St. announcement romance,张檬金恩圣公布恋情,6542500,26,"['张檬金恩圣', '公布', '恋情']",
3976,2020/03/20,Too sweet candy stew Sydney,冰糖炖雪梨太甜了,6536119,27,"['冰糖', '炖', '雪梨', '太甜', '了']",
3977,2020/03/20,Los Angeles Chinese bun invited Zhang Weili,洛杉矶华人邀请张伟丽吃包子,6530340,28,"['洛杉矶', '华人', '邀请', '张伟丽', '吃', '包子']",
3978,2020/03/20,When the dogs seen isolation back trainer,当军犬见到隔离回来的训导员,6529414,29,"['当', '军犬', '见到', '隔离', '回来', '的', '训导', '员']",
3979,2020/03/20,Stewardess cry broadcast teams take home,空姐流泪播报接医疗队回家,6475474,30,"['空姐', '流泪', '播报', '接', '医疗', '医疗队', '回家']",
3980,2020/03/20,Eric Tsang Ling Ye challenge imitate Saipan,曾志伟挑战玲爷模仿塞班,6416518,31,"['曾志伟', '挑战', '玲爷', '模仿', '塞班']",
3981,2020/03/20,There bandit new stills,有匪新剧照,6296672,32,"['有匪', '新', '剧照']",
3982,2020/03/20,Xu Mita northeast sauce was pressed romance,东北酱遭许美达逼问恋情,6259107,33,"['东北', '酱', '遭许', '美达', '逼问', '恋情']",
3983,2020/03/20,Stankovic's death,斯坦科维奇去世,6227042,34,"['斯坦科', '维奇', '去世']",
3984,2020/03/20,Beijing new confirmed cases 5 cases of foreign input,北京新增5例境外输入确诊病例,6222499,35,"['北京', '新增', '5', '例', '境外', '输入', '确诊', '病例']",
