,,title_translate,title,searchCount,"Coron-Related ( 1 yes, 0 not ) "
 2020-03-13 02:20:01, 2020-03-12 23:18:01,Words to describe your Life Network Division,四个字形容你的网课生活,243441,1
,,#VALUE!,,,
 2020-03-13 16:20:01, 2020-03-13 09:06:01,13 students hiding their parents tour the country to return home heating is isolated,大学生瞒父母游13国回国发热被隔离,3355339,1
 2020-03-13 17:48:02, 2020-03-13 09:58:02,2020 Ching Ming Festival holiday arrangements,2020年清明节放假安排,2908220,
 2020-03-13 16:16:01, 2020-03-13 11:28:02,"Wuhan add 50,000 new cases of pneumonia crown",武汉新增5例新冠肺炎,1872601,1
 2020-03-13 16:18:01, 2020-03-13 08:06:02,Mulan withdrawal global file,花木兰全球撤档,1557677,
 2020-03-13 16:16:01, 2020-03-13 10:42:02,Why are intended to aid the expert group a number of experts from Sichuan,为什么援意专家组多位专家来自四川,1437691,
 2020-03-13 14:44:01, 2020-03-13 11:32:02,China issued 19 measures to promote the consumption of hard expansion and quality,我国出台19条硬举措促进消费扩容提质,1387454,
 2020-03-13 14:22:01, 2020-03-13 09:26:02,Xiaogan respond to 100 people gathered in the district,湖北孝感回应100人在小区聚集,1125969,1
 2020-03-13 16:14:01, 2020-03-13 08:50:01,Liu Yifei black swan dress,刘亦菲黑天鹅裙,1119569,
 2020-03-13 14:12:01, 2020-03-13 11:18:01,Beijing confirmed one case of new foreign input,北京新增境外输入确诊1例,978636,1
 2020-03-13 15:00:02, 2020-03-13 11:56:02,Sweden and suspected patients with mild to no longer be detected,瑞典不再给轻症及疑似患者进行检测,960012,1
 2020-03-13 14:04:05, 2020-03-13 10:38:02,US detection system does not demand,美国的检测系统达不到需求,906940,1
 2020-03-13 14:08:02, 2020-03-13 08:28:01,Goebel apology,戈贝尔道歉,855345,
 2020-03-13 14:16:01, 2020-03-13 07:32:02,Youth have your clips,青春有你剪辑,854365,
 2020-03-13 13:34:01, 2020-03-13 11:20:02,In addition to the operating rate of the country has reached 60% of SMEs outside Hubei,全国除湖北外中小企业开工率已达60%,852942,1
 2020-03-30 21:32:02, 2019-11-11 10:38:02,stock market,股市,852132,
 2020-03-13 16:42:02, 2020-03-13 11:44:01,China closed Everest channel,中国关闭珠穆朗玛峰通道,850933,1
 2020-03-13 15:22:02, 2020-03-13 10:06:02,Trump and CNN and tear open,特朗普与CNN又开撕,849323,
 2020-03-13 15:18:01, 2020-03-13 09:26:02,American berserk toilet paper also quoted Cui baby Tucao fight,美国人疯抢卫生纸还打架引崔娃吐槽,848744,1
 2020-03-13 15:20:02, 2020-03-13 10:44:02,Wang Junkai choker style suit,王俊凯choker西装造型,826207,
 2020-03-13 15:18:01, 2020-03-13 10:48:02,Canadian Prime Minister wife diagnosed with pneumonia new crown,加拿大总理妻子确诊新冠肺炎,784036,1
 2020-03-16 16:50:01, 2020-02-24 15:20:02,fund,基金,766566,
 2020-03-13 14:36:01, 2020-03-13 08:54:02,Few Extra Pounds girls Yen value Contest,微胖女生颜值大赛,618775,
 2020-03-13 15:24:02, 2020-03-13 08:52:02,With classical break up,用文言文说分手,593455,
 2020-03-13 15:02:02, 2020-03-13 07:34:02,Hui Lau Shan,许留山,567394,
 2020-03-13 14:16:01, 2020-03-13 11:50:01,NBA will not fine or suspension Goebel,NBA不会对戈贝尔罚款或禁赛,563968,
 2020-03-13 14:38:02, 2020-03-13 08:10:02,Those you delete a circle of friends,那些被你删掉的朋友圈,557157,
 2020-03-13 13:56:02, 2020-03-13 11:36:02,"2018 Zhejiang, Hubei aid medical personnel Full list",2018位浙江援鄂医务人员全名单,526014,1
 2020-03-13 14:16:01, 2020-03-13 10:02:02,Five technology giant $ 400 billion market value evaporated overnight,五大科技巨头市值一夜蒸发4000亿美元,484326,
 2020-03-13 13:10:01, 2020-03-13 07:24:02,King of Spain to accept the new queen crown virus detection,西班牙国王王后接受新冠病毒检测,455629,1
 2020-03-13 14:08:02, 2020-03-13 11:44:01,Beijing Municipal People's Procuratorate decided to arrest more wear from,北京市人民检察院对戴自更决定逮捕,406414,
 2020-03-13 14:04:05, 2020-03-13 08:10:02,Friendship in the cold violence,友情里的冷暴力,404713,
 2020-03-13 12:50:02, 2020-03-13 11:16:02,National new cases of 8 cases,全国新增确诊病例8例,402763,1
 2020-03-16 21:24:02, 2019-10-26 08:24:01,Bitcoin,比特币,369983,
 2020-03-13 13:48:01, 2020-03-13 07:22:02,Canadian Prime Minister Trudeau self-segregation,加拿大总理特鲁多自我隔离,368534,1
 2020-03-13 12:42:02, 2020-03-13 10:04:01,Britain stops to detect patients with mild,英国停止对轻症患者进行检测,368467,1
 2020-03-13 13:28:02, 2020-03-13 09:58:02,South Korea's new crown increased to 7979 cases of pneumonia,韩国新冠肺炎增至7979例,327915,1
 2020-03-13 13:12:02, 2020-03-13 07:26:01,Lin Dan lost to Chen Long,林丹不敌谌龙,300835,
 2020-03-13 12:46:02, 2020-03-13 07:42:01,American Physicians would predict that nearly half of Americans may be infected,美国会医师预测近半数美国人可能感染,300523,1
 2020-03-13 13:14:01, 2020-03-13 11:30:01,Guizhou acres of canola flower open,贵州千亩油菜花开了,277923,
 2020-03-24 11:26:02, 2019-12-14 00:08:02,Trump,特朗普,265001,
 2020-03-13 13:00:02, 2020-03-13 11:32:02,Spring in Wuhan,春光中的武汉,259872,1
 2020-03-13 12:34:02, 2020-03-12 23:24:02,Mitchell tested positive for the new virus crown,米切尔新冠病毒检测呈阳性,254602,1
 2020-03-13 12:30:02, 2020-03-13 10:16:02,Hengda heavy fines for Fernando 3000000,恒大对费南多重罚300万,248720,
 2020-03-13 16:42:02, 2020-03-13 12:08:02,Tom Hanks and his wife in isolation,隔离中的汤姆汉克斯夫妇,242677,1
 2020-03-13 12:44:01, 2020-03-13 12:14:01,3.4 earthquake in the Taiwan Strait,台湾海峡3.4级地震,241593,
 2020-03-13 12:30:02, 2020-03-13 07:32:02,"Outside China had confirmed 44,067 cases of pneumonia new crown",中国以外累计确诊新冠肺炎44067例,240737,1
 2020-03-13 12:30:02, 2020-03-13 11:30:01,Brazilian President to accept the new virus detection crown,巴西总统接受新冠病毒检测,229593,1
 2020-03-23 11:32:01, 2020-02-25 11:04:02,stock,股票,195685,
 2020-03-13 12:24:02, 2020-03-13 09:34:02,Flowers Lan Lundui premiere,花木兰伦敦首映式,188585,
,,#VALUE!,,,
 2020-03-14 11:20:02, 2020-03-13 23:18:02,Zhong Nanshan smile,钟南山露出笑容,3562917,1
 2020-03-14 10:16:02, 2020-03-13 21:48:02,Take Zhang Xu aunt of the child is not multiply,张乘乘孩子不是徐姑姑的,1764683,
 2020-03-14 08:16:01, 2020-03-13 22:48:02,"17,000 tons of pork put in the central reserve",1.7万吨中央储备猪肉投放,1560829,
 2020-03-24 11:26:02, 2019-12-14 00:08:02,Trump,特朗普,1556969,
 2020-03-14 11:10:01, 2020-03-13 21:26:02,Children wearing masks of all open-mouthed,小朋友戴口罩都是张着嘴的,1538025,1
 2020-03-14 09:08:02, 2020-03-13 21:02:02,Zhan Qingyun,詹青云,1370464,
 2020-03-14 09:24:01, 2020-03-13 22:40:01,Just learning makeup done stupid things,刚学化妆时做过的傻事,1000675,
 2020-04-04 02:36:01, 2020-01-12 17:32:02,Negotiator,王牌对王牌,932559,
 2020-03-14 07:54:02, 2020-03-13 18:04:01,Qing Zhou Yang back to hate friends,周扬青回怼网友,913484,
 2020-03-14 09:24:01, 2020-03-13 21:48:02,Nanjing will be issued over 300 million coupons,南京将发放超3亿消费券,758134,
 2020-03-14 09:38:02, 2020-03-13 21:14:01,Ji Zhu shining bright,季明亮 朱闪闪,730323,
 2020-03-14 07:46:02, 2020-03-13 22:04:01,Iran $ 5 billion in loans to fight against SARS,伊朗贷款50亿美元抗疫,690448,1
 2020-03-14 00:36:02, 2020-03-13 22:18:02,Brazilian President virus tested positive for the new crown,巴西总统新冠病毒检测阳性,661349,1
 2020-03-14 09:16:02, 2020-03-13 21:12:02,Frankfurt fly to Shanghai flights found four passengers fever,法兰克福飞上海航班发现4名发热旅客,599702,
 2020-03-14 07:54:02, 2020-03-13 23:26:02,Britain rose to a total of 798 people diagnosed,英国累计确诊升至798人,583167,1
 2020-03-14 12:44:02, 2020-03-13 23:14:02,Huang Yali's home,黄雅莉的家,582424,
 2020-03-14 12:10:02, 2019-11-10 18:30:01,Li Jiaqi,李佳琦,568131,
 2020-03-14 09:22:02, 2020-02-28 21:26:01,Silvia live,薇娅直播,553938,
 2020-03-14 08:50:02, 2020-03-13 18:12:01,Zhang Weili opponent will do plastic surgery,张伟丽对手将做整形手术,540426,
 2020-03-14 08:50:02, 2020-03-13 18:20:01,Italy thanked the Chinese Embassy refresh friends,意大利网友刷屏感谢中国使馆,532718,
 2020-03-14 08:46:02, 2020-03-13 20:40:02,Zhaiyun Xiao angry,翟云霄气人,522309,
 2020-03-14 08:30:02, 2020-03-13 22:02:01,Spain declared a state of emergency,西班牙宣布进入紧急状态,478423,
 2020-03-14 08:58:02, 2020-03-13 19:46:02,Only buy their own dog bites,买只狗咬自己,441078,
 2020-03-14 07:04:01, 2020-03-13 19:16:01,Today freshman too difficult,当今大一学生太难了,422248,
 2020-03-14 09:24:01, 2020-03-13 21:58:01,Yen those values ​​are live spectacles seal,那些被眼镜封印住的颜值,405285,
 2020-03-14 09:02:02, 2020-03-14 00:00:02,National feather men's singles missed the first time in 21 years the All England semi-finals,国羽男单21年来首次无缘全英四强,399353,
 2020-03-14 07:12:02, 2020-03-13 18:34:01,Bo Pu Canlie more,朴灿烈更博,380940,
 2020-03-14 07:42:01, 2020-03-13 20:44:02,Zhejiang issued the first group of children masks Standards,浙江发布首个儿童口罩团体标准,368380,1
 2020-03-14 09:10:02, 2020-03-13 20:48:01,Wuhan other cities and counties are epidemic in addition to low-risk,湖北除武汉其他市县疫情均为中低风险,362105,1
 2020-03-14 07:24:02, 2020-03-13 21:08:02,South Korea confirmed the sum total of over 3 million people in Italy and Iran,韩国意大利伊朗累计确诊总和超3万人,324574,1
 2020-03-14 10:58:01, 2020-03-13 22:34:02,Huang Xiaoyun eliminated,黄霄云淘汰,324443,
 2020-04-04 02:46:02, 2020-01-28 17:16:01,singer,歌手,324404,
 2020-03-14 08:50:02, 2020-03-13 22:08:01,Zhou deep Russian coloratura bel canto,周深 俄语花腔美声,324321,
 2020-03-14 07:36:02, 2020-03-13 17:56:01,Before going to bed is not recommended because the turning circle of friends,不建议睡前翻朋友圈的原因,324064,
 2020-03-14 08:38:02, 2020-03-13 19:50:02,Hohhot two sisters were on file and exit conceal history,呼和浩特两姐妹隐瞒出境史被立案,322999,
 2020-03-14 09:32:02, 2020-03-13 19:50:02,Australian officials have confirmed meeting with Ivanka,澳大利亚确诊官员曾与伊万卡会面,315386,1
 2020-03-14 07:54:02, 2020-03-13 18:16:02,Girls before going to bed is a drama,女生睡前是一部剧,283496,
 2020-03-14 04:38:01, 2020-03-13 19:14:01,Vulcan Mountain nurse Sun Qing,火神山护士孙青,271517,1
 2020-03-14 07:18:01, 2020-03-13 14:48:02,Song Zhongji Song Hye Kyo original marriage room down and build a new building,宋仲基推倒与宋慧乔原婚房盖新楼,268545,
 2020-03-14 08:16:01, 2020-03-13 18:16:02,Sweden will no longer count the number of newly diagnosed pneumonia crown,瑞典将不再统计新冠肺炎确诊人数,266832,1
 2020-03-14 07:44:02, 2020-03-13 16:40:02,China may be the best investment hedge regions of the world,中国可能是世界投资避险的最佳区域,254090,
 2020-03-14 07:36:02, 2020-03-13 21:28:01,My current status quo,我目前的现状,247909,
 2020-03-14 08:12:02, 2020-03-13 20:46:01,Shelter reading brother home,方舱读书哥回家了,246697,1
 2020-03-14 07:36:02, 2020-03-13 20:10:02,Global deaths exceeded 5000 cases,全球死亡病例已超5000例,243545,1
 2020-03-14 10:38:02, 2020-03-13 18:52:02,Japan responded Trump recommendation to postpone the Olympics,日本回应特朗普推迟奥运会建议,214277,
 2020-03-14 07:00:02, 2020-03-13 18:42:02,C Luo Xinguan virus tested negative,C罗新冠病毒检测为阴性,210596,1
 2020-03-14 01:34:01, 2020-03-13 17:26:01,Jintai Heng Itaewon ClassOST,金泰亨 梨泰院ClassOST,208054,
 2020-03-14 00:40:02, 2020-03-13 21:48:02,The new crown pneumonia cases in Australia increased to 156 cases,澳大利亚新冠肺炎病例增至156例,189383,1
 2020-03-14 01:06:02, 2020-03-13 20:50:01,Global box office or loss of billions of dollars,全球票房损失或达百亿美元,165079,
,,#VALUE!,,,
 2020-03-14 17:32:01, 2020-03-14 08:56:01,University school to continue after the extension,大学开学要继续后延,3146971,1
 2020-03-14 18:34:01, 2020-03-14 10:48:01,Curry did not dare cough,库里不敢咳嗽,2336394,
 2020-03-14 17:16:02, 2020-03-14 10:18:01,Trump praised the Chinese epidemic prevention and control outcomes,特朗普称赞中国疫情防控成果,2282155,1
 2020-03-14 16:12:01, 2020-03-14 11:42:02,Cancel Tokyo Olympic torch relay in Greece,希腊取消东京奥运火炬传递,1750101,1
 2020-03-14 17:42:01, 2020-03-14 09:24:01,Zhang Jianing support her mother remarried,张佳宁支持妈妈再婚,1600563,
 2020-03-14 16:18:02, 2020-03-14 11:00:02,Hunan Yueyang screening found five asymptomatic infection,湖南岳阳筛查发现5名无症状感染者,1475523,1
 2020-03-14 19:36:02, 2020-03-14 11:50:02,The new crown the world's smallest virus infection,全球最小新冠病毒感染者,1388885,1
 2020-03-14 19:12:02, 2020-03-14 10:34:02,WHO says no country can afford to give up on themselves,世卫组织称任何国家都不能自暴自弃,1116370,
 2020-03-14 16:16:01, 2020-03-14 09:40:01,High mortality or the United States explained that many patients have not been found,美国病死率高或说明很多病人没被发现,952663,
 2020-03-14 16:02:02, 2020-03-14 07:56:01,Shen Teng imitate find Saipan,沈腾模仿找塞班,877908,
 2020-03-14 14:42:02, 2020-03-14 11:20:02,Golden old couple from severe to go home,金婚老夫妻从重症到出院回家,827511,
 2020-03-14 14:34:01, 2020-03-14 11:14:02,Jeremy Lin cumulative donations exceed 3 million,林书豪累积捐款超300万,812899,
 2020-03-14 15:04:01, 2020-03-14 09:42:01,Italy's chief medical officer died of pneumonia because of the new crown,意大利首席医务官因新冠肺炎去世,811942,1
 2020-03-14 14:42:02, 2020-03-14 09:18:01,China thousands of years of war and plague,中国与瘟疫的千年战争,807596,1
 2020-03-14 17:44:02, 2020-03-14 08:40:02,Bill Gates quit Microsoft board,比尔盖茨退出微软董事会,804576,
 2020-03-14 19:34:02, 2020-03-14 11:00:02,Hu Ge Legend of the scenes photos,胡歌仙剑花絮照,798660,
 2020-03-14 17:22:02, 2020-03-14 12:00:02,A primary school in Sichuan did not urge parents to pay tuition,四川一小学未开学催家长缴学费,798348,1
 2020-03-14 16:08:02, 2020-03-14 09:10:02,This winter suddenly grown up children,这个冬天突然长大的小孩,722294,
 2020-03-14 16:22:02, 2020-03-14 07:42:01,Jun Ji-hyun Review,全智贤回眸,689926,
 2020-03-14 14:38:02, 2020-03-14 11:14:02,Ibaka new virus were negative crown,伊巴卡新冠病毒检测呈阴性,655372,1
 2020-03-14 16:16:01, 2020-03-14 09:54:02,The Little Mermaid Tingpai,小美人鱼停拍,613019,
 2020-03-14 15:44:02, 2020-03-14 10:40:02,Middle East version of the module hospital internal screen,中东版方舱医院内部画面,549837,1
 2020-03-14 17:46:02, 2020-03-14 09:26:02,Tangshan outside the hiding of the disease treatment costs from fear,境外入唐山隐瞒病情治疗费自担,495641,
 2020-03-14 13:56:02, 2020-03-14 10:46:02,"In addition to Wuhan, Hubei nine consecutive days and new",湖北除武汉外连续9天零新增,480191,1
 2020-03-14 14:50:01, 2020-03-14 07:32:02,Zhan Qingyun response,詹青云回应,475489,
 2020-03-14 16:12:01, 2020-03-14 11:54:01,New domestic crown over 80% of patients diagnosed with pneumonia was cured,国内新冠肺炎确诊患者超80%被治愈,459197,1
 2020-03-14 13:38:02, 2020-03-14 09:44:02,Dunk,Dunk,412982,
 2020-03-14 13:58:02, 2020-03-14 07:24:02,Trump said it would soon accept the new virus detection crown,特朗普称将很快接受新冠病毒检测,403066,1
 2020-03-14 13:22:01, 2020-03-14 07:56:01,US stocks rose,美股大涨,387844,
 2020-03-14 13:28:02, 2020-03-14 10:50:02,Wuhan add four new cases of pneumonia crown,武汉新增4例新冠肺炎,383301,1
 2020-03-14 14:40:02, 2020-03-14 10:08:02,The children of divorced parents remarry support it,子女该支持离异父母再婚吗,377612,
 2020-03-14 16:22:02, 2020-03-14 11:50:02,Black Widow Cover,黑寡妇封面,369366,
 2020-03-14 14:08:02, 2020-03-14 11:22:01,Ronaldinho participated in jail Cup win,小罗参加监狱杯赛夺冠,366178,
 2020-03-14 12:58:02, 2020-03-14 10:28:02,The new confirmed cases of pneumonia in the United States exceeded 20 crown,美国新冠肺炎确诊病例突破2000,358547,1
 2020-03-28 11:34:02, 2020-01-23 23:12:01,My home girl,我家那闺女,349824,
 2020-03-14 13:34:01, 2020-03-14 08:52:01,Have you ever ticking and I will crash,你曾滴答我必哗啦,344979,
 2020-03-14 14:36:02, 2020-03-14 08:34:02,WHO declared a global epidemic hit Europe,世卫组织宣布欧洲是全球疫情重灾区,320638,1
 2020-03-14 13:08:01, 2020-03-14 10:08:02,Isolated dot lifted volunteer student dormitory precise reduction,隔离点解除志愿者精准还原学生寝室,274168,1
 2020-03-24 11:26:02, 2019-12-14 00:08:02,Trump,特朗普,272331,
 2020-03-14 12:44:02, 2020-03-13 23:14:02,Huang Yali's home,黄雅莉的家,270740,
 2020-03-14 12:34:02, 2020-03-14 12:04:02,Sichuan experts support the story behind Italy,四川专家支援意大利背后的故事,270260,
 2020-03-14 12:30:01, 2020-03-14 12:00:02,Wuhan new cases for 3 consecutive days and a single-digit decreasing,武汉新增病例连续3天个位数并递减,268917,1
 2020-03-14 12:40:02, 2020-03-14 12:04:02,Dufu Guo turned announcer,杜富国变身播音员,267341,
 2020-03-14 16:48:02, 2020-03-14 12:12:02,Ma with Italian opera refueling,马云用歌剧为意大利加油,264645,
 2020-03-14 15:42:01, 2020-03-14 12:12:02,Russia's first shelter hospital construction,俄罗斯建设首个方舱医院,264406,1
 2020-03-14 13:52:02, 2020-03-14 12:12:02,Brazil's ambassador to the US tested positive for the new virus crown,巴西驻美大使新冠病毒检测阳性,261619,1
 2020-03-14 12:34:02, 2020-03-14 10:20:01,Balcony gong to save the mother woman mother has been discharged from hospital,阳台敲锣救母女子母亲已出院,261389,
 2020-03-14 12:28:02, 2020-03-14 07:44:02,Zhengzhou Official Journal Guomou Peng treatment,郑州官方通报郭某鹏治疗情况,247195,
 2020-03-14 12:26:02, 2020-03-14 08:18:01,Hubei Qianjiang people celebrate blasting reopened,湖北潜江市民放炮庆祝解封,230268,1
 2020-03-14 12:24:01, 2020-03-14 11:00:02,31 provinces and municipalities in 11 cases of new confirmed cases,31省区市新增确诊病例11例,215949,1
,,#VALUE!,,,
 2020-03-15 11:34:01, 2020-03-14 21:38:02,Wang Ziwen long hair,王子文长发,3670693,
 2020-03-15 09:22:01, 2020-03-14 23:12:02,ECMO rescue throughout the first public,ECMO抢救全程首次公开,1937241,
 2020-03-15 10:28:02, 2020-03-14 22:34:01,Liu Xijun voice,刘惜君嗓音,1932821,
 2020-03-15 11:40:02, 2020-03-14 23:18:02,Three years after graduation gap between how much students,毕业三年后同学差距有多大,1907922,
 2020-03-15 10:28:02, 2020-03-14 23:48:02,Abe again stressed the Tokyo Olympic Games will be held as scheduled,安倍再次强调东京奥运会将如期举行,1589224,
 2020-03-15 08:48:02, 2020-03-14 21:48:02,Caizhuo Yi cried,蔡卓宜哭了,1312962,
 2020-03-15 09:48:02, 2020-03-14 22:10:02,Qingfei detoxification soup total efficiency 97%,清肺排毒汤总有效率97%,1175523,
 2020-03-15 08:12:02, 2020-03-14 20:48:02,A first hole Cher,孔雪儿首A,1103690,
 2020-03-15 08:32:02, 2020-03-14 19:44:01,Disney closed the last day of the influx of thousands of visitors in the rain,迪士尼关闭最后一天数千游客冒雨涌入,973641,1
 2020-03-20 19:58:02, 2020-02-21 20:16:02,settle down,安家,971706,
 2020-03-15 11:18:02, 2020-01-15 15:10:01,You have 2 youth,青春有你2,803086,
 2020-03-15 08:44:01, 2020-03-14 22:26:02,The Spanish government announced that it would blockade the country,西班牙政府宣布将封锁全国,718591,
 2020-03-15 08:44:01, 2020-03-14 20:26:02,Hong Kong's new crown pneumonia confirmed cases increased to a total of 140 cases,香港新冠肺炎确诊病例累计增至140例,697360,1
 2020-03-15 08:06:01, 2020-03-14 22:48:01,Italy's new crown pneumonia mortality rate over 7%,意大利新冠肺炎死亡率超7%,689825,1
 2020-03-15 09:56:02, 2020-03-14 22:26:02,Pan was mad at your rain,被潘贵雨气死,687750,
 2020-03-15 12:04:01, 2020-03-14 23:12:02,Song Hye Kyo seaweed hair,宋慧乔海藻卷发,669699,
 2020-03-15 11:24:01, 2020-03-14 23:02:01,Henan street green belt now civet cat litter,河南街头绿化带现果子狸窝,660234,
 2020-03-15 08:54:02, 2020-03-14 20:56:02,Jolin black skirt Bra,蔡依林 黑色抹胸短裙,628311,
 2020-03-15 09:30:02, 2020-03-14 22:28:02,Professor Jiang Xi Agricultural grow canola flower color 38,江西农大教授种出38色油菜花,593823,
 2020-03-15 08:18:02, 2020-03-14 23:40:02,Britain rose to 1140 people diagnosed with cumulative,英国累积确诊升至1140人,571817,1
 2020-03-15 07:38:02, 2020-03-14 20:36:01,Ju Jing Yi sound,鞠婧祎声音,568343,
 2020-03-15 09:18:02, 2020-03-14 22:00:02,Jiang Dalin Three Views,江达琳三观,563723,
 2020-03-15 09:12:02, 2020-03-14 21:56:01,Chinese New blind Chen Xiaoyu,中国新相亲 陈晓宇,563469,
 2020-03-15 10:14:02, 2020-03-14 23:06:02,Italy under Epidemic,疫情下的意大利,561687,1
 2020-03-15 08:56:02, 2020-03-14 23:30:02,Collapse survivor complaint about the hotel 69 hours under the rubble,坍塌酒店幸存者讲诉废墟下的69小时,545880,
 2020-03-15 09:04:02, 2020-03-14 23:26:01,Wang Junkai talk about young fame,王俊凯谈年少成名,544101,
 2020-03-15 10:16:01, 2020-03-14 22:06:02,Wang Su waterfall pork,汪苏泷 五花肉,487993,
 2020-03-15 03:50:02, 2020-03-14 23:28:01,Panama declared a state of emergency,巴拿马宣布进入紧急状态,432627,
 2020-04-03 15:34:02, 2020-03-14 22:20:01,Our band,我们的乐队,432293,
 2020-03-15 06:24:02, 2020-03-14 21:48:02,Xu Jiaqi dance solo,许佳琪舞蹈solo,413535,
 2020-03-15 08:32:02, 2020-03-14 23:30:02,Deputy Minister of Italian Ministry of Health tested positive for the new virus crown,意大利卫生部副部长新冠病毒检测呈阳性,406871,1
 2020-03-15 07:28:01, 2020-03-14 21:46:01,Wang Qing Zhang Yu was so funny,王清张钰太好笑了,397455,
 2020-03-15 11:28:02, 2020-03-14 22:24:02,Xie Binbin's sweet story,谢彬彬的故事好甜,392724,
 2020-03-15 08:56:02, 2020-03-14 22:34:01,Angela Lee Wen Han Chorus,张韶涵李汶翰合唱,384655,
 2020-03-15 01:24:02, 2020-03-14 22:52:02,Beijing Consumers Association released five complaints a hot issue,北京消协公布五大投诉热点问题,375448,
 2020-03-15 07:34:02, 2020-03-14 21:20:02,Huang Jingyu dancing,黄景瑜跳舞,365214,
 2020-03-15 08:44:01, 2020-03-14 20:06:01,Students return to school in batches luggage thoroughly disinfected,学生分批返校行李全面消毒,350840,1
 2020-03-29 10:26:01, 2019-12-28 22:34:02,Sound clinical environment,声临其境,348811,
 2020-03-15 09:18:02, 2020-03-14 20:30:02,Airport go into the star of the show,机场走成秀场的明星,339229,
 2020-03-15 08:38:02, 2020-03-14 20:10:02,Italy about the status of Chinese medical Italy,意大利华人讲述意大利医疗现状,323464,1
 2020-03-29 08:38:02, 2019-10-26 20:08:02,Happy Camp,快乐大本营,311520,
 2020-03-15 00:34:01, 2020-03-15 00:00:02,Sampdoria four new confirmed,桑普多利亚新增四人确诊,297651,1
 2020-03-15 05:18:02, 2020-03-14 21:20:02,Zhaoxiao Tang Chinese Dance,赵小棠中国舞,289777,
 2020-04-04 03:00:02, 2020-01-16 07:48:02,Please listen to good friend,朋友请听好,268749,
 2020-03-15 06:14:01, 2020-03-14 18:16:01,Sprite fried chicken,雪碧炸鸡,248072,
 2020-03-15 08:20:01, 2020-03-14 23:30:02,"Indonesia's Minister of Transport, tested positive for the new virus crown",印尼运输部长新冠病毒检测呈阳性,244626,1
 2020-03-15 07:26:02, 2020-03-14 23:22:02,Zhou Qiqi dubbing,周奇奇配音,242416,
 2020-03-15 00:48:01, 2020-03-14 19:06:01,Namaste India popular worldwide,印度合十礼流行全球,189492,
 2020-03-15 07:24:02, 2020-03-14 20:10:02,Italy announced that grounded most of the domestic flights,意大利宣布停飞国内大部分航班,177520,
 2020-03-15 00:32:01, 2020-03-14 20:42:01,I really want this chair,好想要这张椅子,151706,
,,#VALUE!,,,
 2020-03-15 15:52:02, 2020-03-15 10:22:01,Wuhan informed the funeral vehicles transporting living materials,武汉通报殡葬车运送生活物资,2864485,1
 2020-03-15 16:36:01, 2020-03-15 11:26:02,Queen of England to leave Buckingham Palace,英国女王离开白金汉宫,2237045,
 2020-03-15 19:22:01, 2020-03-15 11:46:01,Man was killed on the flight to the United States,男子在赴美航班上死亡,1505086,
 2020-03-15 17:22:01, 2020-03-15 08:02:02,Yu Shuxin lens,虞书欣镜头,1447363,
 2020-03-15 15:36:01, 2020-03-15 09:24:01,Confessions four o'clock in,凌晨四点的告白,1350026,
 2020-03-16 05:26:01, 2020-03-15 08:50:02,315,315,1339950,
 2020-03-15 14:30:02, 2020-03-15 11:22:02,98-year-old dean of Korea Astronomy dioxin couple of days cured,98岁天文学泰斗韩天芑夫妇治愈出院,1209112,
 2020-03-15 15:40:01, 2020-03-15 10:30:02,NBA Third patients with newly diagnosed crown,NBA第三例新冠确诊,1099174,1
 2020-03-24 11:26:02, 2019-12-14 00:08:02,Trump,特朗普,1069622,
 2020-03-15 15:12:01, 2020-03-15 09:52:02,Indian farmers fear the virus dyed chickens buried alive in 6000,印度农民怕染病毒活埋6000只鸡,1046086,
 2020-03-15 14:42:01, 2020-03-15 07:30:02,Five college students to save two drowning hand in hand,5名大学生手拉手救人两人溺亡,954203,
 2020-03-15 15:12:01, 2020-03-15 07:52:01,Trump's new crown virus test results were negative,特朗普新冠病毒测试结果呈阴性,897003,1
 2020-03-15 15:48:01, 2020-03-15 08:58:01,Anthem sounded over Rome,罗马上空响起义勇军进行曲,764395,
 2020-03-15 14:00:02, 2020-03-15 08:50:02,Wuhan existing confirmed cases dropped to less people,武汉现有确诊病例降至万人以下,708482,1
 2020-03-15 14:16:01, 2020-03-15 10:16:01,China started the first day of the Group of Experts Italy Full Record,中国专家组意大利开工首日全记录,667555,
 2020-03-15 18:48:01, 2020-03-15 11:44:02,Hou Yi you scared,你把后羿吓着了,667019,
 2020-03-15 17:58:01, 2020-03-15 11:54:02,Apple does not allow the epidemic to entertainment-themed game App,苹果不允许娱乐游戏App以疫情为主题,658720,1
 2020-03-15 15:52:02, 2020-03-15 11:30:01,But the loss of huge box office revenue growth of the game,票房损失巨大但游戏营收增长,650575,
 2020-03-15 17:14:02, 2020-03-15 10:58:02,Jennie Korean version of Marie Claire Cover,Jennie韩版嘉人封面,643104,
 2020-03-15 17:10:02, 2020-03-15 09:20:02,But you sense high popularity but no fruit,人气高但你却无感的水果,639895,
 2020-03-15 15:46:02, 2020-03-15 09:20:02,Yan girls round face value Contest,圆脸女生颜值大赛,635023,
 2020-03-15 14:00:02, 2020-03-15 07:28:01,Trump's daughter Ivanka start Home Office,特朗普女儿伊万卡开始居家办公,630188,
